@relation 'dr-weka.filters.unsupervised.attribute.Remove-V-R2-4,6,8,11-12,18,20'

@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 5 numeric
@attribute 7 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 17 numeric
@attribute Class {0,1}

@data
1,53,51,47,38,0.568748,0.013834,0.086081,1
1,10,10,10,8,9.658046,0.99796,0.089494,1
1,49,48,45,32,3.974876,1.389591,0.10772,1
1,46,37,33,13,20.789054,2.929168,0.121049,1
1,66,64,61,48,1.611101,0.050005,0.106261,0
1,13,13,9,4,59.466945,43.284476,0.087937,1
1,64,64,58,37,2.451339,0.438072,0.116509,0
1,15,15,14,5,1.348972,0.087955,0.092896,0
1,33,32,29,21,3.417786,0.275237,0.114946,0
1,59,58,51,30,0.235966,0,0.148864,1
1,49,49,44,27,3.188251,0.589399,0.099251,0
1,29,29,27,22,4.859545,0.489849,0.103504,1
1,18,18,17,10,0.657133,0.044193,0.090308,0
1,24,24,20,10,16.021863,2.053484,0.101503,0
1,32,32,30,21,6.13376,0.534603,0.11728,0
1,25,24,19,12,21.621648,1.987893,0.130434,0
1,35,33,28,16,9.801757,2.721685,0.083066,1
1,55,54,49,37,10.01444,2.734836,0.095098,0
1,40,40,37,27,1.209544,0.167736,0.124648,0
0,56,52,40,19,4.177563,0.36194,0.140303,1
1,34,34,30,15,55.193326,11.695025,0.082273,0
1,57,46,39,20,7.897879,3.236234,0.092784,1
1,17,17,14,10,65.59759,14.579643,0.10508,0
1,61,61,44,14,34.529118,28.604893,0.09379,1
1,42,42,38,25,18.231404,6.493377,0.112385,0
1,13,13,13,6,15.172048,2.596642,0.115476,0
1,11,9,5,1,0.407199,0.001008,0.126998,1
0,14,13,12,8,4.491292,0.148244,0.121663,1
1,34,33,26,20,0.297399,0.130112,0.113073,1
1,34,32,28,23,10.274472,1.861005,0.108627,1
1,51,46,36,19,15.326308,9.986499,0.102569,1
1,25,24,22,15,26.195264,2.791203,0.107055,0
1,26,25,23,10,14.693934,0.684534,0.077476,0
1,41,41,40,33,11.41713,1.262553,0.100571,0
1,53,47,42,21,74.684599,59.766121,0.082989,1
1,74,68,51,29,26.952456,3.481102,0.156507,1
1,32,32,31,25,1.230416,0.317728,0.137059,0
1,16,15,15,11,13.346829,1.476767,0.091943,0
1,15,15,13,7,3.805837,0.43874,0.114052,0
1,8,8,6,5,24.861507,4.774551,0.113146,1
1,14,13,12,7,19.35103,1.212168,0.125887,1
1,9,9,8,5,7.55667,0.661015,0.103556,0
1,14,13,12,10,2.477285,0.571066,0.094011,1
1,39,39,36,20,1.995124,0.571997,0.118975,1
1,44,43,30,12,10.218327,0.191951,0.143963,1
1,147,132,91,37,0.917888,0.043257,0.085459,1
1,57,56,53,36,20.73589,5.237865,0.111607,0
1,28,28,22,15,24.653349,3.508139,0.140001,1
0,100,89,65,24,29.493929,14.958678,0.10101,1
1,5,5,5,4,10.004249,1.90205,0.117081,0
1,19,18,17,9,4.859127,0.518398,0.104069,0
1,14,14,12,8,1.873283,0.176841,0.086364,0
0,12,12,11,5,4.154666,2.433764,0.123473,1
1,20,20,19,12,13.766885,2.018374,0.090432,0
1,21,21,18,11,71.183743,14.914607,0.088508,1
1,37,37,29,17,0.72829,0.037932,0.194211,0
1,13,12,11,4,0.888491,0.068661,0.09838,0
1,41,40,39,28,2.130502,0.026245,0.12042,0
1,46,46,44,29,1.941993,0.012389,0.13628,0
1,5,5,4,4,1.685996,0.195177,0.132886,0
1,60,58,56,41,30.258551,3.786792,0.08868,0
1,27,27,23,12,27.445364,5.742994,0.107346,1
0,31,31,30,19,0.111478,0,0.126749,0
1,34,34,34,24,15.509432,5.11411,0.129967,0
1,64,63,60,50,0.868831,0.056869,0.127955,0
1,70,66,58,44,2.049885,0.22001,0.122902,1
0,53,51,50,36,11.179992,3.966491,0.133929,0
1,12,12,8,8,21.881298,2.869407,0.102331,0
1,51,49,44,32,1.002086,0.003122,0.126431,1
1,11,11,11,8,3.331612,0.420954,0.10704,0
1,19,19,18,11,0.462092,0.025508,0.140296,0
1,3,3,3,1,35.536604,4.212897,0.106345,0
1,17,16,15,9,13.216346,2.48748,0.09613,0
1,43,42,40,31,1.224623,0.371328,0.090937,0
1,60,58,53,32,1.542078,0.330337,0.089815,1
1,9,8,6,3,7.649846,0.996536,0.082436,1
1,56,53,50,38,0.876627,0.033599,0.085525,1
1,42,41,38,16,4.056426,1.092476,0.109718,1
1,61,60,52,33,0.726187,0.238998,0.119499,1
1,39,39,37,20,9.026955,2.558689,0.147705,0
1,66,65,55,31,49.467081,15.577731,0.098236,1
0,56,55,51,33,1.201744,0.061946,0.103759,1
1,71,62,47,23,20.983416,13.241118,0.114057,1
1,100,89,71,49,3.999727,2.96887,0.111485,1
1,62,62,55,33,4.695768,0.295055,0.102014,0
1,27,26,25,16,0.414059,0.124827,0.106559,0
1,8,8,7,3,1.268052,0.13998,0.096751,0
0,23,22,18,8,24.719398,3.161361,0.115128,1
1,6,6,5,3,21.969109,2.517905,0.131817,0
1,78,75,70,43,4.265453,0.185719,0.118739,1
1,30,30,27,17,23.107818,3.045977,0.095187,0
1,3,3,3,2,1.847966,0.107202,0.113328,0
1,25,24,23,14,11.415154,1.663975,0.13195,1
1,10,10,10,6,4.663533,0.39985,0.120162,0
1,4,4,4,3,7.407548,0.725415,0.105893,0
1,23,21,13,4,1.661299,0.247955,0.099182,1
1,21,21,20,16,0.280699,0,0.073226,1
1,42,39,29,13,7.722666,0.641116,0.084897,1
1,37,36,24,10,1.180336,0.184896,0.093947,1
1,46,46,43,34,5.512953,0.316836,0.095824,1
1,86,84,82,63,1.692755,0.165296,0.097953,1
1,56,54,51,36,0.168133,0,0.100565,1
1,77,71,61,25,42.230588,16.562221,0.127006,1
1,16,16,16,9,19.226295,3.303264,0.104032,0
1,65,60,31,13,17.081478,1.644218,0.12786,1
1,31,30,29,21,1.036667,0.072721,0.120687,1
1,3,3,3,1,0.731205,0.063583,0.106655,1
1,12,12,9,4,6.51126,0.312865,0.100426,1
1,31,31,27,17,1.196279,0.100579,0.109722,1
1,53,53,51,41,0.383992,0.290335,0.087413,1
1,53,53,47,32,0.720774,0.036805,0.141088,0
1,12,12,9,6,13.732893,0.099581,0.084022,1
1,35,34,33,26,0,0,0.124181,0
1,16,16,14,8,51.253664,11.283321,0.10443,0
1,34,34,33,24,0.031145,0.003115,0.116795,0
1,49,49,49,37,8.067688,0.979548,0.12419,0
0,49,48,45,33,1.763305,0.137858,0.129843,0
1,39,36,23,7,4.740919,1.07757,0.10669,1
1,7,7,7,5,1.750548,0.046597,0.088957,0
